decoy_bad,seed,method,worst_case,robust_gap,avg_ref,decoy_mass,entropy,kl_to_ref,robust_opt_value
0.06,3,RONPO,0.2878965321256255,0.01709779427273761,0.5287413350064663,0.3402175188068385,1.388727219600707,0.6907143220791285,0.3049943263983631
0.06,4,SPPO-avg,0.06008758998539833,0.25426337695422796,0.5350062650885254,0.9995122150799233,0.004718180184949558,2.0747233614948866,0.3143509669396263
0.06,4,INPO-avg,0.19732854521989276,0.11702242171973351,0.5292291710045922,0.2890086225546455,1.8100966739334794,0.2693448677463564,0.3143509669396263
0.06,4,MNPO-hist-avg,0.21126391115613613,0.10308705578349014,0.5118974773268791,0.15652896891574786,2.0441836336057966,0.035257908074038724,0.3143509669396263
0.06,4,HT-MNPO-mix,0.1951379035762065,0.11921306336341977,0.5293908070630002,0.27833563624240326,1.8109833774394162,0.2684581642404194,0.3143509669396263
0.06,4,RONPO,0.2880826626576196,0.02626830428200666,0.5330594546120632,0.3403581266710806,1.3867829902575677,0.6926585514222683,0.3143509669396263
0.06,5,SPPO-avg,0.06008579712642311,0.24162331654486316,0.5350064883946142,0.9995123273525833,0.004722453628175621,2.07471908805166,0.3017091136712863
0.06,5,INPO-avg,0.19628670618978353,0.10542240748150275,0.5292877294167962,0.2885179848409058,1.812188032436537,0.2672535092432986,0.3017091136712863
0.06,5,MNPO-hist-avg,0.210122687705186,0.09158642596610028,0.5120718913789731,0.1565618741302465,2.0437578231959326,0.0356837184839031,0.3017091136712863
0.06,5,HT-MNPO-mix,0.1941180726864369,0.10759104098484937,0.5296174071916543,0.27818691783081434,1.8112973290553434,0.26814421262449223,0.3017091136712863
0.06,5,RONPO,0.2880172939783189,0.0136918196929674,0.5308988997361727,0.3403607874819953,1.38743494001377,0.6920066016660658,0.3017091136712863
0.06,6,SPPO-avg,0.06008236429793176,0.23395881697927104,0.5350090417107553,0.9995111593592378,0.004700140225536493,2.074741401454299,0.2940411812772028
0.06,6,INPO-avg,0.19380740940328345,0.10023377187391935,0.5315494445682518,0.29333325348467637,1.791784694454485,0.2876568472253503,0.2940411812772028
0.06,6,MNPO-hist-avg,0.20897014088945526,0.08507104038774754,0.513099173372996,0.15683390199467936,2.0407368517521154,0.03870468992772036,0.2940411812772028
0.06,6,HT-MNPO-mix,0.19155451836703777,0.10248666291016503,0.5321618790878356,0.2838173715913443,1.7878931694802722,0.29154837219956364,0.2940411812772028
0.06,6,RONPO,0.28793779105914735,0.006103390218055449,0.5289011738367172,0.340288194809407,1.388083738490884,0.6913578031889518,0.2940411812772028
0.06,7,SPPO-avg,0.0601265165250651,0.2463349520343094,0.535005168920872,0.9995125432012975,0.004721951894820492,2.074719589785015,0.3064614685593745
0.06,7,INPO-avg,0.20533726326646748,0.10112420529290703,0.5275149352672495,0.2858621092278709,1.8235590923045608,0.2558824493752747,0.3064614685593745
0.06,7,MNPO-hist-avg,0.20913310506344496,0.09732836349592955,0.5111134140616366,0.15634125458183504,2.0463605030647436,0.033081038615092165,0.3064614685593745
0.06,7,HT-MNPO-mix,0.20435355988286688,0.10210790867650762,0.5280726498517032,0.2752954568012051,1.824105535280105,0.25533600639973086,0.3064614685593745
0.06,7,RONPO,0.2878496890460545,0.018611779513319993,0.5265437964668142,0.34017264361086297,1.389341474471963,0.6901000672078731,0.3064614685593745
0.06,8,SPPO-avg,0.060080046044398115,0.23782362219724548,0.5350155283205847,0.9995075754085825,0.004704120440134314,2.0747374212397016,0.2979036682416436
0.06,8,INPO-avg,0.19144677421654632,0.10645689402509728,0.5394568411462405,0.30855788306130144,1.7290042387394335,0.3504373029404023,0.2979036682416436
0.06,8,MNPO-hist-avg,0.2095445652991988,0.08835910294244481,0.5175615055001758,0.15803380821530608,2.0275299810137852,0.05191156066605063,0.2979036682416436
0.06,8,HT-MNPO-mix,0.188983224591031,0.1089204436506126,0.5403997292782196,0.3000017961805799,1.7217746523703672,0.35766688930946866,0.2979036682416436
0.06,8,RONPO,0.2879875605006032,0.009916107741040403,0.5315218290568107,0.34028310830465086,1.387195784742417,0.6922457569374187,0.2979036682416436
0.06,9,SPPO-avg,0.06010660378208475,0.2323714999398735,0.5350072038728015,0.9995119540502571,0.004750670026791814,2.074690871653044,0.29247810372195826
0.06,9,INPO-avg,0.20073203909216594,0.09174606462979232,0.5301842170516841,0.2907662564581011,1.8026268762237876,0.27681466545604855,0.29247810372195826
